State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,2,Urban,30-39,GOA,South Goa,Male,In Movement,109
30,2,Urban,40-49,GOA,South Goa,Male,In Movement,132
30,2,Urban,50-59,GOA,South Goa,Male,In Movement,145
30,2,Urban,60-69,GOA,South Goa,Male,In Movement,148
30,2,Urban,70-79,GOA,South Goa,Male,In Movement,110
30,2,Urban,80-89,GOA,South Goa,Male,In Movement,27
30,2,Urban,90+,GOA,South Goa,Male,In Movement,7
30,2,Urban,Age Not Stated,GOA,South Goa,Male,In Movement,0
30,1,Rural,0-4,GOA,North Goa,Female,In Movement,6
30,1,Rural,5-9,GOA,North Goa,Female,In Movement,10
30,1,Rural,10-19,GOA,North Goa,Female,In Movement,33
30,1,Rural,20-29,GOA,North Goa,Female,In Movement,42
30,1,Rural,30-39,GOA,North Goa,Female,In Movement,58
30,1,Rural,40-49,GOA,North Goa,Female,In Movement,59
30,1,Rural,50-59,GOA,North Goa,Female,In Movement,65
30,1,Rural,60-69,GOA,North Goa,Female,In Movement,109
30,1,Rural,70-79,GOA,North Goa,Female,In Movement,87
30,1,Rural,80-89,GOA,North Goa,Female,In Movement,54
30,1,Rural,90+,GOA,North Goa,Female,In Movement,17
30,1,Rural,Age Not Stated,GOA,North Goa,Female,In Movement,2
30,1,Urban,0-4,GOA,North Goa,Female,In Movement,6
30,1,Urban,5-9,GOA,North Goa,Female,In Movement,17
30,1,Urban,10-19,GOA,North Goa,Female,In Movement,36
30,1,Urban,20-29,GOA,North Goa,Female,In Movement,44
30,1,Urban,30-39,GOA,North Goa,Female,In Movement,79
30,1,Urban,40-49,GOA,North Goa,Female,In Movement,63
30,1,Urban,50-59,GOA,North Goa,Female,In Movement,108
30,1,Urban,60-69,GOA,North Goa,Female,In Movement,150
30,1,Urban,70-79,GOA,North Goa,Female,In Movement,146
30,1,Urban,80-89,GOA,North Goa,Female,In Movement,114
30,1,Urban,90+,GOA,North Goa,Female,In Movement,27
30,1,Urban,Age Not Stated,GOA,North Goa,Female,In Movement,1
30,2,Rural,0-4,GOA,South Goa,Female,In Movement,5
30,2,Rural,5-9,GOA,South Goa,Female,In Movement,4
30,2,Rural,10-19,GOA,South Goa,Female,In Movement,18
30,2,Rural,20-29,GOA,South Goa,Female,In Movement,29
30,2,Rural,30-39,GOA,South Goa,Female,In Movement,64
30,2,Rural,40-49,GOA,South Goa,Female,In Movement,37
30,2,Rural,50-59,GOA,South Goa,Female,In Movement,70
30,2,Rural,60-69,GOA,South Goa,Female,In Movement,94
30,2,Rural,70-79,GOA,South Goa,Female,In Movement,103
30,2,Rural,80-89,GOA,South Goa,Female,In Movement,53
30,2,Rural,90+,GOA,South Goa,Female,In Movement,9
30,2,Rural,Age Not Stated,GOA,South Goa,Female,In Movement,0
30,2,Urban,0-4,GOA,South Goa,Female,In Movement,5
30,2,Urban,5-9,GOA,South Goa,Female,In Movement,6
30,2,Urban,10-19,GOA,South Goa,Female,In Movement,33
30,2,Urban,20-29,GOA,South Goa,Female,In Movement,37
30,2,Urban,30-39,GOA,South Goa,Female,In Movement,66
30,2,Urban,40-49,GOA,South Goa,Female,In Movement,64
30,2,Urban,50-59,GOA,South Goa,Female,In Movement,88
30,2,Urban,60-69,GOA,South Goa,Female,In Movement,99
30,2,Urban,70-79,GOA,South Goa,Female,In Movement,117
30,2,Urban,80-89,GOA,South Goa,Female,In Movement,74
30,2,Urban,90+,GOA,South Goa,Female,In Movement,16
30,2,Urban,Age Not Stated,GOA,South Goa,Female,In Movement,1
30,1,Rural,0-4,GOA,North Goa,Male,Mental,9
30,1,Rural,5-9,GOA,North Goa,Male,Mental,23
30,1,Rural,10-19,GOA,North Goa,Male,Mental,123
30,1,Rural,20-29,GOA,North Goa,Male,Mental,81
30,1,Rural,30-39,GOA,North Goa,Male,Mental,83
30,1,Rural,40-49,GOA,North Goa,Male,Mental,79
30,1,Rural,50-59,GOA,North Goa,Male,Mental,68
30,1,Rural,60-69,GOA,North Goa,Male,Mental,44
30,1,Rural,70-79,GOA,North Goa,Male,Mental,12
30,1,Rural,80-89,GOA,North Goa,Male,Mental,5
30,1,Rural,90+,GOA,North Goa,Male,Mental,0
30,1,Rural,Age Not Stated,GOA,North Goa,Male,Mental,0
30,1,Urban,0-4,GOA,North Goa,Male,Mental,11
30,1,Urban,5-9,GOA,North Goa,Male,Mental,32
30,1,Urban,10-19,GOA,North Goa,Male,Mental,104
30,1,Urban,20-29,GOA,North Goa,Male,Mental,110
30,1,Urban,30-39,GOA,North Goa,Male,Mental,109
30,1,Urban,40-49,GOA,North Goa,Male,Mental,97
30,1,Urban,50-59,GOA,North Goa,Male,Mental,63
30,1,Urban,60-69,GOA,North Goa,Male,Mental,29
